"","nodeLabel","CpG","correlations"
"cg24498636","VAE91","cg24498636",-0.590026109748282
"cg06251348","VAE91","cg06251348",-0.590016546492735
"cg17493193","VAE91","cg17493193",-0.589943960668966
"cg19491599","VAE91","cg19491599",-0.589930467242839
"cg01093786","VAE91","cg01093786",0.589911349257615
"cg06720544","VAE91","cg06720544",-0.589840076126994
"cg26472938","VAE91","cg26472938",-0.589786073900064
"cg13453589","VAE91","cg13453589",-0.58978483491599
"cg14891195","VAE91","cg14891195",0.589781003175913
"cg22372951","VAE91","cg22372951",-0.589638971815642
"cg05181279","VAE91","cg05181279",-0.589613225077628
"cg07844563","VAE91","cg07844563",-0.589559417772522
"cg20793341","VAE91","cg20793341",-0.589537196278516
"cg26837477","VAE91","cg26837477",-0.589532366220537
"cg02518546","VAE91","cg02518546",-0.589528238440688
"cg01741836","VAE91","cg01741836",-0.589515654901554
"cg18702278","VAE91","cg18702278",-0.589232314817694
"cg11197206","VAE91","cg11197206",-0.589107747055147
"cg03458012","VAE91","cg03458012",-0.589066401503814
"cg21747005","VAE91","cg21747005",-0.589047415091538
"cg05934698","VAE91","cg05934698",-0.589025554906259
"cg10156274","VAE91","cg10156274",-0.58902014266227
"cg04381888","VAE91","cg04381888",-0.588894481996785
"cg03633268","VAE91","cg03633268",-0.588829289773336
"cg24452821","VAE91","cg24452821",0.588694645260938
"cg08577727","VAE91","cg08577727",-0.588691620157659
"cg01386185","VAE91","cg01386185",-0.58869088945711
"cg19244312","VAE91","cg19244312",-0.58862709215534
"cg12704462","VAE91","cg12704462",-0.588619119937356
"cg16624284","VAE91","cg16624284",-0.588442034946739
"cg23931734","VAE91","cg23931734",-0.588439954302761
"cg23911291","VAE91","cg23911291",-0.588391897780068
"cg27312916","VAE91","cg27312916",-0.588390603144725
"cg00285317","VAE91","cg00285317",-0.588352822302364
"cg09205595","VAE91","cg09205595",-0.588257935817695
"cg01516737","VAE91","cg01516737",-0.588212983402538
"cg05797854","VAE91","cg05797854",0.588189667203963
"cg02727079","VAE91","cg02727079",-0.58818956557939
"cg19007141","VAE91","cg19007141",-0.588158033755491
"cg02494549","VAE91","cg02494549",-0.588085039750562
"cg08003402","VAE91","cg08003402",-0.588051773254005
"cg00881378","VAE91","cg00881378",-0.587981782464573
"cg24707219","VAE91","cg24707219",-0.587873844264386
"cg06096184","VAE91","cg06096184",-0.587844722331171
"cg07163168","VAE91","cg07163168",-0.587825719317018
"cg25383323","VAE91","cg25383323",-0.587785140900822
"cg05327192","VAE91","cg05327192",-0.587783194386376
"cg07363637","VAE91","cg07363637",-0.58773913197856
"cg07054564","VAE91","cg07054564",-0.587635334197856
"cg01024458","VAE91","cg01024458",-0.587610334028512
"cg04839975","VAE91","cg04839975",-0.587596937344357
"cg08541054","VAE91","cg08541054",-0.587591052507005
"cg01938570","VAE91","cg01938570",-0.5875493762676
"cg18639495","VAE91","cg18639495",-0.587531138052168
"cg24181605","VAE91","cg24181605",-0.58751763414415
"cg04052832","VAE91","cg04052832",-0.587443882360918
"cg11198596","VAE91","cg11198596",-0.587356140142843
"cg25751081","VAE91","cg25751081",-0.587180688161455
"cg19153228","VAE91","cg19153228",-0.587173857416071
"cg27368068","VAE91","cg27368068",-0.587160854926116
"cg00120332","VAE91","cg00120332",-0.587101251531734
"cg11024522","VAE91","cg11024522",-0.587060240903252
"cg24489370","VAE91","cg24489370",-0.586685867749891
"cg22879292","VAE91","cg22879292",-0.586671247870226
"cg20900103","VAE91","cg20900103",-0.586654598277383
"cg19509125","VAE91","cg19509125",-0.58659992002139
"cg03259292","VAE91","cg03259292",-0.586586389123778
"cg02356702","VAE91","cg02356702",-0.58656695188197
"cg13428086","VAE91","cg13428086",-0.586517979989655
"cg10318080","VAE91","cg10318080",-0.58646430325002
"cg26123912","VAE91","cg26123912",-0.586452884486579
"cg19411699","VAE91","cg19411699",-0.586427850764406
"cg11584098","VAE91","cg11584098",-0.586332327840431
"cg04567302","VAE91","cg04567302",-0.586332200317087
"cg19106893","VAE91","cg19106893",-0.586285880171133
"cg07963705","VAE91","cg07963705",-0.586278190909823
"cg12642725","VAE91","cg12642725",-0.586250734355417
"cg21644914","VAE91","cg21644914",-0.5862367469709
"cg18645642","VAE91","cg18645642",-0.586211489481907
"cg18754118","VAE91","cg18754118",-0.586024829346427
"cg00911776","VAE91","cg00911776",-0.586003896062737
"cg02898239","VAE91","cg02898239",-0.585948951550369
"cg08816023","VAE91","cg08816023",-0.585948404218955
"cg07621945","VAE91","cg07621945",-0.585938670434737
"cg14406401","VAE91","cg14406401",-0.585892649889423
"cg12523691","VAE91","cg12523691",-0.58584578327689
"cg17752089","VAE91","cg17752089",-0.585837766708723
"cg21570818","VAE91","cg21570818",-0.585832554408029
"cg16373000","VAE91","cg16373000",-0.585799725436147
"cg03170036","VAE91","cg03170036",-0.585758327566606
"cg04557423","VAE91","cg04557423",-0.585580682345721
"cg25132662","VAE91","cg25132662",-0.585576046131464
"cg20078879","VAE91","cg20078879",-0.585498082807727
"cg04380873","VAE91","cg04380873",-0.58548762478329
"cg25292882","VAE91","cg25292882",-0.585466151320631
"cg24096323","VAE91","cg24096323",-0.58546584752444
"cg24791965","VAE91","cg24791965",-0.585447973579626
"cg05610097","VAE91","cg05610097",-0.58544561146066
"cg23968286","VAE91","cg23968286",-0.585366481656131
"cg11202380","VAE91","cg11202380",-0.585235759305559
"cg01570265","VAE91","cg01570265",-0.585190843900942
"cg07619697","VAE91","cg07619697",-0.58509900480469
"cg18199617","VAE91","cg18199617",-0.585079339363189
"cg23640664","VAE91","cg23640664",-0.585048793224003
"cg25189608","VAE91","cg25189608",-0.585032394349226
"cg20366397","VAE91","cg20366397",-0.584925458018388
"cg10141942","VAE91","cg10141942",-0.58481163582163
"cg03785076","VAE91","cg03785076",-0.58480498673428
"cg07781995","VAE91","cg07781995",-0.584677665755062
"cg17466952","VAE91","cg17466952",-0.584645455748474
"cg12558347","VAE91","cg12558347",-0.584612750651997
"cg12113251","VAE91","cg12113251",-0.584555673889451
"cg10543634","VAE91","cg10543634",-0.584492297237455
"cg10603235","VAE91","cg10603235",-0.584439885406505
"cg00977707","VAE91","cg00977707",-0.58432830589709
"cg21298249","VAE91","cg21298249",-0.584280740278894
"cg26203572","VAE91","cg26203572",-0.584263089305776
"cg25102759","VAE91","cg25102759",-0.58425613791019
"cg13503148","VAE91","cg13503148",-0.584228435573988
"cg22081371","VAE91","cg22081371",0.584091036296956
"cg12268123","VAE91","cg12268123",-0.584077514454282
"cg20668096","VAE91","cg20668096",-0.584038781092992
"cg11513002","VAE91","cg11513002",-0.583886750005642
"cg05120309","VAE91","cg05120309",-0.583862604688983
"cg20616821","VAE91","cg20616821",-0.583803451239701
"cg20263853","VAE91","cg20263853",-0.583701080519381
"cg14707187","VAE91","cg14707187",-0.583632499809052
"cg10334928","VAE91","cg10334928",-0.583604114792163
"cg26867370","VAE91","cg26867370",-0.583534802660858
"cg02695677","VAE91","cg02695677",-0.583512710551219
"cg27232401","VAE91","cg27232401",-0.58338345882279
"cg07109745","VAE91","cg07109745",-0.583370343796771
"cg17026838","VAE91","cg17026838",-0.583358915260763
"cg06962684","VAE91","cg06962684",-0.583355437631329
"cg11661512","VAE91","cg11661512",-0.583303401396614
"cg24240870","VAE91","cg24240870",-0.583249736086065
"cg05069228","VAE91","cg05069228",-0.583187966866549
"cg08315399","VAE91","cg08315399",-0.583127065108406
"cg26334154","VAE91","cg26334154",-0.583063731345607
"cg22897715","VAE91","cg22897715",0.583047361375728
"cg02661728","VAE91","cg02661728",-0.583020032050231
"cg04482817","VAE91","cg04482817",-0.58300776967425
"cg16284178","VAE91","cg16284178",-0.582892618782877
"cg15408855","VAE91","cg15408855",-0.5827776763574
"cg22894805","VAE91","cg22894805",-0.582694565637502
"cg26091981","VAE91","cg26091981",-0.582687614942173
"cg03094083","VAE91","cg03094083",-0.582633749488157
"cg14723977","VAE91","cg14723977",-0.582597194101878
"cg18875607","VAE91","cg18875607",-0.582556703903321
"cg19264170","VAE91","cg19264170",-0.582482983340806
"cg04720865","VAE91","cg04720865",-0.582374018941026
"cg20445053","VAE91","cg20445053",-0.582195109467057
"cg18309674","VAE91","cg18309674",-0.582140456211206
"cg08612059","VAE91","cg08612059",-0.581945377695558
"cg27068707","VAE91","cg27068707",-0.581870755832172
"cg16218705","VAE91","cg16218705",-0.581841006966205
"cg19589427","VAE91","cg19589427",-0.581840415134977
"cg02309655","VAE91","cg02309655",-0.581732050703666
"cg07060739","VAE91","cg07060739",-0.581694961444948
"cg18146398","VAE91","cg18146398",-0.581596373217483
"cg26019259","VAE91","cg26019259",-0.581532914062748
"cg23092956","VAE91","cg23092956",-0.581498363453325
"cg22878582","VAE91","cg22878582",-0.581482641793937
"cg02909298","VAE91","cg02909298",-0.58148094223897
"cg09351471","VAE91","cg09351471",-0.581447199678287
"cg01893963","VAE91","cg01893963",-0.581310667982519
"cg10020890","VAE91","cg10020890",-0.581216231174066
"cg12046882","VAE91","cg12046882",-0.581193568438163
"cg19214097","VAE91","cg19214097",-0.581136094595704
"cg12449813","VAE91","cg12449813",-0.581017210865491
"cg13054534","VAE91","cg13054534",-0.580905842718448
"cg08439122","VAE91","cg08439122",-0.580870249346405
"cg26289665","VAE91","cg26289665",-0.580855626305622
"cg15468668","VAE91","cg15468668",-0.580840496137519
"cg11064833","VAE91","cg11064833",-0.580810004635608
"cg17251196","VAE91","cg17251196",-0.580793273167299
"cg11332299","VAE91","cg11332299",-0.580769614231704
"cg14326305","VAE91","cg14326305",-0.580717630754738
"cg06438559","VAE91","cg06438559",-0.580620744154835
"cg02985568","VAE91","cg02985568",-0.580611377901041
"cg23400169","VAE91","cg23400169",-0.58060180358285
"cg23953027","VAE91","cg23953027",-0.580584322249078
"cg08653574","VAE91","cg08653574",-0.580541252551192
"cg06363865","VAE91","cg06363865",-0.580503333008474
"cg01275566","VAE91","cg01275566",-0.580482274430391
"cg13937905","VAE91","cg13937905",-0.580433159740656
"cg14445012","VAE91","cg14445012",-0.580427148654001
"cg21240684","VAE91","cg21240684",-0.58037268386104
"cg11629955","VAE91","cg11629955",-0.5803257226482
"cg12421282","VAE91","cg12421282",-0.580299371912521
"cg03209332","VAE91","cg03209332",0.580247117545691
"cg26974035","VAE91","cg26974035",-0.580199720128789
"cg26458557","VAE91","cg26458557",-0.580167501775188
"cg16683508","VAE91","cg16683508",-0.579973573267931
"cg03906031","VAE91","cg03906031",-0.579939145836963
"cg27169610","VAE91","cg27169610",-0.579869597399528
"cg08651590","VAE91","cg08651590",-0.579847980491438
"cg03136781","VAE91","cg03136781",-0.579832524869266
"cg22328837","VAE91","cg22328837",-0.5798151010911
"cg04010248","VAE91","cg04010248",-0.579798034416463
"cg12662007","VAE91","cg12662007",-0.579740039841535
"cg18459449","VAE91","cg18459449",-0.579612471326397
"cg24143196","VAE91","cg24143196",-0.579575620750138
"cg02712474","VAE91","cg02712474",-0.579288803459454
"cg25785397","VAE91","cg25785397",0.579236051160255
"cg22723143","VAE91","cg22723143",-0.579199344920131
"cg02866468","VAE91","cg02866468",-0.57916928574976
"cg09246948","VAE91","cg09246948",-0.579154695558522
"cg13976210","VAE91","cg13976210",-0.579121795548245
"cg00048370","VAE91","cg00048370",0.579114400605087
"cg08077807","VAE91","cg08077807",-0.579044989792428
"cg01823853","VAE91","cg01823853",-0.579024608620748
"cg04884025","VAE91","cg04884025",-0.578861239926998
"cg23878906","VAE91","cg23878906",-0.578696564600837
"cg02169859","VAE91","cg02169859",-0.57865174089288
"cg27055156","VAE91","cg27055156",-0.578593971140385
"cg24593832","VAE91","cg24593832",-0.578578044146321
"cg23831876","VAE91","cg23831876",-0.578386208771545
"cg08658594","VAE91","cg08658594",-0.578365210112182
"cg15733007","VAE91","cg15733007",-0.578362596826219
"cg14743748","VAE91","cg14743748",-0.578331265806603
"cg15037004","VAE91","cg15037004",-0.578291787805471
"cg18200075","VAE91","cg18200075",-0.577953533076306
"cg13401658","VAE91","cg13401658",-0.577926806229982
"cg23111196","VAE91","cg23111196",-0.577867484092555
"cg13101330","VAE91","cg13101330",0.577855662268123
"cg05887821","VAE91","cg05887821",-0.577813166792741
"cg25426203","VAE91","cg25426203",-0.577718551360818
"cg06623778","VAE91","cg06623778",0.577643969235274
"cg25274185","VAE91","cg25274185",-0.577614684460438
"cg26621780","VAE91","cg26621780",-0.577588436176325
"cg23462726","VAE91","cg23462726",-0.577554952587185
"cg09365002","VAE91","cg09365002",-0.577478665427096
"cg20288000","VAE91","cg20288000",-0.577434616180555
"cg07073460","VAE91","cg07073460",-0.577428963583348
"cg18699337","VAE91","cg18699337",-0.577240424979855
"cg11300341","VAE91","cg11300341",-0.577182416802446
"cg17072494","VAE91","cg17072494",-0.577173523138821
"cg02564313","VAE91","cg02564313",-0.577133755061329
"cg08824221","VAE91","cg08824221",-0.577100617068157
"cg04723436","VAE91","cg04723436",-0.577097397561022
"cg17381426","VAE91","cg17381426",-0.577071852547105
"cg06721137","VAE91","cg06721137",-0.577003733346149
"cg18220380","VAE91","cg18220380",-0.576957464110596
"cg24315421","VAE91","cg24315421",-0.576944051963425
"cg05767654","VAE91","cg05767654",-0.576922748501246
"cg18264562","VAE91","cg18264562",-0.576768185348025
"cg10260050","VAE91","cg10260050",-0.576757512161657
"cg08251761","VAE91","cg08251761",-0.576694232274224
"cg24336730","VAE91","cg24336730",-0.576674052078773
"cg11726150","VAE91","cg11726150",-0.576613524522982
"cg12392998","VAE91","cg12392998",-0.576556415976237
"cg22764782","VAE91","cg22764782",-0.576417358096476
"cg24369466","VAE91","cg24369466",-0.576417303058123
"cg19313373","VAE91","cg19313373",-0.576396790236934
"cg10168494","VAE91","cg10168494",-0.576371439169068
"cg15845122","VAE91","cg15845122",-0.576291450932211
"cg05185584","VAE91","cg05185584",-0.576284142730398
"cg23703633","VAE91","cg23703633",-0.576258120139817
"cg20365580","VAE91","cg20365580",-0.576227903079081
"cg09022230","VAE91","cg09022230",-0.576226135379551
"cg17654419","VAE91","cg17654419",-0.576042373756706
"cg18143792","VAE91","cg18143792",-0.576030071680069
"cg16109423","VAE91","cg16109423",-0.575965803272185
"cg22701534","VAE91","cg22701534",-0.575897073336669
"cg05679403","VAE91","cg05679403",-0.57587587918166
"cg12590494","VAE91","cg12590494",-0.575869156788539
"cg09322899","VAE91","cg09322899",-0.575802708202199
"cg08096702","VAE91","cg08096702",-0.575726330628572
"cg16906859","VAE91","cg16906859",-0.575718546437408
"cg17288760","VAE91","cg17288760",-0.575714480686357
"cg25507719","VAE91","cg25507719",-0.575710921883746
"cg00294956","VAE91","cg00294956",0.575710024081191
"cg05261759","VAE91","cg05261759",-0.575668209848987
"cg08654288","VAE91","cg08654288",-0.575575411863289
"cg13577946","VAE91","cg13577946",-0.57556880576074
"cg14283299","VAE91","cg14283299",-0.575375677481114
"cg22821220","VAE91","cg22821220",-0.575259355008403
"cg05150362","VAE91","cg05150362",-0.575256636833791
"cg21521230","VAE91","cg21521230",-0.575210085603796
"cg14078335","VAE91","cg14078335",-0.575161905798118
"cg15343463","VAE91","cg15343463",-0.575097419085087
"cg24677302","VAE91","cg24677302",-0.575032204894222
"cg02189356","VAE91","cg02189356",-0.574980227033518
"cg05352972","VAE91","cg05352972",-0.574958932667303
"cg15909737","VAE91","cg15909737",-0.57488536419637
"cg09862509","VAE91","cg09862509",-0.574877394914374
"cg22247748","VAE91","cg22247748",-0.574821401173433
"cg02643667","VAE91","cg02643667",-0.574779887829233
"cg26555149","VAE91","cg26555149",-0.574638955273262
"cg02439077","VAE91","cg02439077",-0.574629891741764
"cg24815638","VAE91","cg24815638",-0.574619169290521
"cg01559259","VAE91","cg01559259",-0.574598738709008
"cg03283486","VAE91","cg03283486",-0.574539386661596
"cg01033191","VAE91","cg01033191",-0.574471964077744
"cg02986924","VAE91","cg02986924",-0.574466414632872
"cg07737135","VAE91","cg07737135",-0.574438609663756
"cg07840332","VAE91","cg07840332",-0.574358391696723
"cg25581090","VAE91","cg25581090",-0.574241458579204
"cg10647547","VAE91","cg10647547",-0.574174597573893
"cg24529722","VAE91","cg24529722",-0.574023827500392
"cg27012424","VAE91","cg27012424",-0.574019650744655
"cg08244518","VAE91","cg08244518",-0.573999811449122
"cg07185041","VAE91","cg07185041",-0.57395142905881
"cg11592377","VAE91","cg11592377",-0.573907943142315
"cg08041603","VAE91","cg08041603",-0.573907674797418
"cg25193073","VAE91","cg25193073",-0.573774771984954
"cg23138772","VAE91","cg23138772",-0.573770404653746
"cg07379779","VAE91","cg07379779",-0.573752414383629
"cg10954765","VAE91","cg10954765",-0.573673265836545
"cg20460166","VAE91","cg20460166",-0.573670362077759
"cg25448590","VAE91","cg25448590",-0.57358487437112
"cg03635073","VAE91","cg03635073",-0.573466081188446
"cg13181695","VAE91","cg13181695",-0.573404111175506
"cg21239317","VAE91","cg21239317",-0.573367958179294
"cg22825529","VAE91","cg22825529",-0.573351426202944
"cg14533737","VAE91","cg14533737",-0.573342776538812
"cg09560658","VAE91","cg09560658",-0.573246545975816
"cg01923020","VAE91","cg01923020",-0.573219632242874
"cg17848496","VAE91","cg17848496",-0.573106667133817
"cg15171155","VAE91","cg15171155",-0.573060950695208
"cg24734254","VAE91","cg24734254",-0.573059884694777
"cg25398044","VAE91","cg25398044",-0.573012565008057
"cg11915001","VAE91","cg11915001",-0.572999613721161
"cg18752854","VAE91","cg18752854",-0.572985432554989
"cg03893663","VAE91","cg03893663",-0.572964321443426
"cg01962821","VAE91","cg01962821",-0.572956475611802
"cg02135122","VAE91","cg02135122",-0.572839670189517
"cg12610744","VAE91","cg12610744",-0.572816873226401
"cg22014770","VAE91","cg22014770",-0.572764996362334
"cg27260080","VAE91","cg27260080",-0.572752036945291
"cg24509898","VAE91","cg24509898",-0.572716574742959
"cg06707765","VAE91","cg06707765",-0.572703701597314
"cg16520191","VAE91","cg16520191",-0.572675630432206
"cg11462499","VAE91","cg11462499",-0.572591675698483
"cg15464481","VAE91","cg15464481",-0.572570842083492
"cg18213495","VAE91","cg18213495",-0.572560513021096
"cg26272088","VAE91","cg26272088",-0.57253837061204
"cg06388363","VAE91","cg06388363",0.572538167156615
"cg21342728","VAE91","cg21342728",-0.57236331252112
"cg13700912","VAE91","cg13700912",-0.572289051902173
"cg17941109","VAE91","cg17941109",-0.572247762362625
"cg07530599","VAE91","cg07530599",-0.572220119666288
"cg22882121","VAE91","cg22882121",-0.572197734278277
"cg19524824","VAE91","cg19524824",-0.572148390876959
"cg26127113","VAE91","cg26127113",-0.572135290911158
"cg09043941","VAE91","cg09043941",-0.572131677185721
"cg22940525","VAE91","cg22940525",-0.572018729748365
"cg01066220","VAE91","cg01066220",-0.572002672235318
"cg09387914","VAE91","cg09387914",-0.571966869678838
"cg01167615","VAE91","cg01167615",-0.571899156841533
"cg15221831","VAE91","cg15221831",-0.571860584962993
"cg07676920","VAE91","cg07676920",-0.571849641792642
"cg06996254","VAE91","cg06996254",-0.571834746306458
"cg14528056","VAE91","cg14528056",-0.571811381766038
"cg02481498","VAE91","cg02481498",-0.571782164244174
"cg18448898","VAE91","cg18448898",-0.571759279666294
"cg06550986","VAE91","cg06550986",-0.57171557113506
"cg13466694","VAE91","cg13466694",-0.571692032089396
"cg20368567","VAE91","cg20368567",-0.571660471355835
"cg15393490","VAE91","cg15393490",-0.571656437219582
"cg17818912","VAE91","cg17818912",-0.571523537763209
"cg25480676","VAE91","cg25480676",-0.571482141425883
"cg11986861","VAE91","cg11986861",-0.571466591879789
"cg10687219","VAE91","cg10687219",-0.571443883847189
"cg08530838","VAE91","cg08530838",0.57132295453683
"cg06233186","VAE91","cg06233186",-0.57111967552714
"cg13477812","VAE91","cg13477812",-0.571079360622209
"cg26436579","VAE91","cg26436579",-0.571063206270597
"cg01203286","VAE91","cg01203286",-0.571019367523619
"cg13208438","VAE91","cg13208438",-0.570882179797122
"cg11909137","VAE91","cg11909137",0.570852975490598
"cg25406657","VAE91","cg25406657",-0.570838234961807
"cg00542261","VAE91","cg00542261",-0.570776577593043
"cg24951880","VAE91","cg24951880",-0.570709821393225
"cg19296305","VAE91","cg19296305",-0.570526583776012
"cg01306183","VAE91","cg01306183",-0.570483466543607
"cg27638913","VAE91","cg27638913",-0.570393430884798
"cg07145988","VAE91","cg07145988",-0.570368291362051
"cg16359915","VAE91","cg16359915",-0.570312451032121
"cg14830003","VAE91","cg14830003",-0.570302531058574
"cg03432814","VAE91","cg03432814",-0.570291933197795
"cg07358634","VAE91","cg07358634",-0.570256414591564
"cg02876129","VAE91","cg02876129",-0.570240887268293
"cg10158681","VAE91","cg10158681",0.570234108993897
"cg03336402","VAE91","cg03336402",-0.570155917508674
"cg20825472","VAE91","cg20825472",-0.569993950319643
"cg15512715","VAE91","cg15512715",-0.569980843364304
"cg19864468","VAE91","cg19864468",-0.569977509459966
"cg27509510","VAE91","cg27509510",-0.569971199491583
"cg06651530","VAE91","cg06651530",-0.569888361253783
"cg13963033","VAE91","cg13963033",-0.569879213973609
"cg19815813","VAE91","cg19815813",-0.569844861694183
"cg25354858","VAE91","cg25354858",-0.569785078883207
"cg04107759","VAE91","cg04107759",-0.569758711854284
"cg09984096","VAE91","cg09984096",-0.569753510437091
"cg06311422","VAE91","cg06311422",-0.569715957250635
"cg06346857","VAE91","cg06346857",-0.569682423804767
"cg03046611","VAE91","cg03046611",-0.569599897587188
"cg05520940","VAE91","cg05520940",-0.569592993207053
"cg05919105","VAE91","cg05919105",-0.569591134506386
"cg01916918","VAE91","cg01916918",-0.569535279282307
"cg04192168","VAE91","cg04192168",-0.569534069536373
"cg26282762","VAE91","cg26282762",-0.569481562638876
"cg02941286","VAE91","cg02941286",-0.569452151729483
"cg27492839","VAE91","cg27492839",-0.569398482762242
"cg19139092","VAE91","cg19139092",-0.569320453677427
"cg02654411","VAE91","cg02654411",-0.569237010042373
"cg06160606","VAE91","cg06160606",-0.569226367760228
"cg17797848","VAE91","cg17797848",-0.569178825898728
"cg13520770","VAE91","cg13520770",-0.56916017697357
"cg19730314","VAE91","cg19730314",-0.569158140238013
"cg09967440","VAE91","cg09967440",-0.569141635639486
"cg13984173","VAE91","cg13984173",-0.569120264631299
"cg02399455","VAE91","cg02399455",-0.569067580122572
"cg17176911","VAE91","cg17176911",-0.569010173841165
"cg08971562","VAE91","cg08971562",0.5689788296329
"cg00235754","VAE91","cg00235754",-0.568869936601704
"cg18347607","VAE91","cg18347607",-0.568851380766452
"cg23291048","VAE91","cg23291048",-0.568819849214481
"cg21205392","VAE91","cg21205392",-0.568803210832387
"cg04366880","VAE91","cg04366880",-0.56878203935751
"cg00780666","VAE91","cg00780666",-0.568776390328013
"cg00283857","VAE91","cg00283857",-0.568733904875359
"cg12188526","VAE91","cg12188526",-0.568723849656324
"cg14293129","VAE91","cg14293129",-0.568720096560774
"cg25213141","VAE91","cg25213141",-0.568625821534437
"cg02020384","VAE91","cg02020384",-0.568595508810641
"cg20899781","VAE91","cg20899781",-0.568536004831988
"cg10438560","VAE91","cg10438560",-0.568522473917191
"cg14454094","VAE91","cg14454094",-0.568397906514694
"cg26360026","VAE91","cg26360026",-0.568357798304907
"cg06789445","VAE91","cg06789445",-0.568294913422432
"cg25619157","VAE91","cg25619157",-0.56825938599212
"cg16701848","VAE91","cg16701848",-0.568241698367189
"cg03831289","VAE91","cg03831289",-0.568207373826881
"cg06286026","VAE91","cg06286026",-0.568197571599084
"cg19649172","VAE91","cg19649172",-0.56815003478582
"cg20734219","VAE91","cg20734219",-0.568142350654436
"cg19755928","VAE91","cg19755928",-0.568116731686146
"cg09272225","VAE91","cg09272225",-0.568090856594238
"cg12062270","VAE91","cg12062270",-0.568062573820818
"cg06070625","VAE91","cg06070625",-0.568045053393435
"cg02499678","VAE91","cg02499678",-0.567994243102073
"cg27003765","VAE91","cg27003765",-0.567954733309378
"cg05980111","VAE91","cg05980111",-0.567950725476152
"cg10826956","VAE91","cg10826956",-0.567897742884014
"cg01886855","VAE91","cg01886855",-0.56772980563759
"cg01328621","VAE91","cg01328621",-0.567661357924968
"cg00365411","VAE91","cg00365411",-0.567657154343757
"cg15321979","VAE91","cg15321979",-0.567626098814273
"cg06521145","VAE91","cg06521145",-0.56754756134985
"cg13405222","VAE91","cg13405222",-0.567532750618567
"cg26641148","VAE91","cg26641148",-0.567525761461153
"cg27025722","VAE91","cg27025722",-0.567497870975568
"cg07328796","VAE91","cg07328796",-0.567495245039572
"cg16219636","VAE91","cg16219636",-0.567406620236851
"cg24678148","VAE91","cg24678148",-0.567403294948975
"cg21229153","VAE91","cg21229153",-0.567383145934205
"cg24729879","VAE91","cg24729879",-0.567341861930628
"cg17649445","VAE91","cg17649445",-0.567336647811807
"cg25539074","VAE91","cg25539074",-0.567320854138205
"cg07051221","VAE91","cg07051221",-0.567239675464287
"cg06238491","VAE91","cg06238491",0.567213385520861
"cg00850193","VAE91","cg00850193",-0.567068532429461
"cg05489252","VAE91","cg05489252",-0.567044622103873
"cg04926380","VAE91","cg04926380",-0.567003957071462
"cg16619721","VAE91","cg16619721",-0.566960587031221
"cg16774479","VAE91","cg16774479",-0.566864821518496
"cg22506534","VAE91","cg22506534",-0.566842936928202
"cg14970991","VAE91","cg14970991",-0.566743164251377
"cg01555052","VAE91","cg01555052",-0.5667087256137
"cg09622285","VAE91","cg09622285",-0.56670423022188
"cg16491547","VAE91","cg16491547",-0.566622482631096
"cg25455865","VAE91","cg25455865",-0.5665677726755
"cg02711147","VAE91","cg02711147",-0.566565504954755
"cg27292264","VAE91","cg27292264",-0.566544478617184
"cg22943875","VAE91","cg22943875",-0.566505641854507
"cg26584983","VAE91","cg26584983",-0.566454462388659
"cg06982229","VAE91","cg06982229",-0.566417700281374
"cg17590805","VAE91","cg17590805",-0.566409372750657
"cg22942846","VAE91","cg22942846",-0.566405484285129
"cg06266582","VAE91","cg06266582",-0.566401992216269
"cg10196532","VAE91","cg10196532",-0.566328441567723
"cg02858826","VAE91","cg02858826",-0.566266192163719
"cg24443446","VAE91","cg24443446",-0.566255313643532
"cg00095333","VAE91","cg00095333",-0.566204122392135
"cg00763594","VAE91","cg00763594",-0.566193605770096
"cg00827893","VAE91","cg00827893",-0.56602078052791
"cg01957629","VAE91","cg01957629",-0.565914136921613
"cg02502233","VAE91","cg02502233",0.565901673727799
"cg21488617","VAE91","cg21488617",-0.56589080739683
"cg15627089","VAE91","cg15627089",0.565851906978435
"cg22864500","VAE91","cg22864500",-0.565808753131719
"cg23387401","VAE91","cg23387401",-0.56580144709385
"cg26487259","VAE91","cg26487259",-0.565800702794686
"cg25747783","VAE91","cg25747783",-0.565739003711042
"cg04730276","VAE91","cg04730276",-0.565719767446838
"cg13419087","VAE91","cg13419087",-0.565660930707962
"cg25252561","VAE91","cg25252561",-0.565647245439968
"cg02404349","VAE91","cg02404349",-0.565633543208253
"cg23228835","VAE91","cg23228835",-0.565599426069149
"cg01458495","VAE91","cg01458495",-0.565549709307771
"cg14791193","VAE91","cg14791193",-0.565541484386565
"cg21672572","VAE91","cg21672572",0.565461380170759
"cg24152776","VAE91","cg24152776",-0.565451063582567
"cg04619882","VAE91","cg04619882",-0.565413689797179
"cg08943494","VAE91","cg08943494",0.565326731390873
"cg16177693","VAE91","cg16177693",-0.565275934386223
"cg15449049","VAE91","cg15449049",-0.565265620863711
"cg18390683","VAE91","cg18390683",-0.565206220370839
"cg07537530","VAE91","cg07537530",-0.565177180982287
"cg26307814","VAE91","cg26307814",-0.565163874305952
"cg26390400","VAE91","cg26390400",-0.565151652200441
"cg00849854","VAE91","cg00849854",-0.565098727280678
"cg26626829","VAE91","cg26626829",-0.565051266928659
"cg16937583","VAE91","cg16937583",-0.565043003465019
"cg12262372","VAE91","cg12262372",-0.565041884518523
